    IVox Add Points,     Incremental Mapping,     ObsModel (IEKF Build Jacobian),     ObsModel (Lidar Match), Downsample PointCloud, IEKF Solve and Update, Laser Mapping Single Run, Preprocess (Livox), Undistort Pcl, 
0.00559,0.026297,0.00808,0.008714,0.030412,0.479188,0.578695,0.034564,0.11526,
0.000634,0.00586,0.010677,0.071021,0.020509,0.197032,0.65878,0.033453,0.114665,
0.006125,0.030945,0.011279,0.023462,0.032726,0.436421,0.624075,0.02944,0.116139,
0.002841,0.015347,0.010333,0.065934,0.024917,0.338147,0.6031,0.033855,0.113588,
0.005389,0.02507,0.008844,0.042982,0.028814,0.451129,0.759812,0.029097,0.113523,
0.003054,0.022495,0.007756,0.007137,0.027832,0.418204,0.390892,0.031004,0.11703,
0.005668,0.024977,0.008585,0.035795,0.024305,0.37951,0.769219,0.029228,0.112044,
0.004112,0.024552,0.00727,0.007476,0.030031,0.454915,0.585911,0.031193,0.116319,
0.004041,0.016539,0.008255,0.068783,0.023968,0.32124,0.584719,0.031942,0.110543,
0.004923,0.024065,0.008544,0.009531,0.029672,0.449634,0.638044,0.029537,0.113974,
0.006198,0.02452,0.009248,0.056484,0.028218,0.424916,0.562392,0.031498,0.099841,
0.001673,0.013172,0.008399,0.012708,0.023572,0.322472,0.58554,0.030917,0.113832,
0.005149,0.027958,0.009979,0.066186,0.033078,0.543278,0.53883,0.030104,0.116041,
0.000497,0.006849,0.009752,0.010588,0.023944,0.221634,0.588527,0.033077,0.114429,
0.006499,0.032714,0.00948,0.057178,0.032765,0.607409,0.693593,0.030615,0.122529,
0.002332,0.017796,0.006759,0.041994,0.026445,0.391264,0.385082,0.03219,0.116147,
0.004166,0.021136,0.006262,0.008006,0.026337,0.422734,0.656859,0.030886,0.11057,
0.002263,0.022554,0.006963,0.033058,0.027944,0.446394,0.541614,0.030223,0.114454,
0.003406,0.018868,0.007793,0.007822,0.026267,0.377242,0.677531,0.031386,0.114926,
0.005223,0.027859,0.011457,0.078403,0.032562,0.500763,0.628235,0.032322,0.11353,
0.005799,0.020502,0.011172,0.016261,0.025094,0.347316,0.583519,0.031095,0.116404,
0.001155,0.016363,0.010715,0.093761,0.027669,0.372928,0.66634,0.031203,0.114267,
0.004029,0.02591,0.008439,0.054932,0.032647,0.494929,0.560724,0.087034,0.114633,
0.00051,0.005417,0.007612,0.007995,0.020336,0.195741,0.662337,0.032455,0.114814,
0.006714,0.032393,0.010334,0.047187,0.033424,0.560353,0.634536,0.029851,0.115992,
0.001153,0.013356,0.007417,0.008774,0.024279,0.348132,0.515921,0.029197,0.115593,
0.004425,0.023055,0.00835,0.066655,0.029259,0.41516,0.769831,0.030823,0.11452,
0.002222,0.021841,0.008449,0.009685,0.029347,0.465916,0.423015,0.037102,0.114962,
0.003734,0.020497,0.009068,0.056118,0.025984,0.385141,0.825766,0.02899,0.117953,
0.004151,0.024883,0.011135,0.009338,0.029486,0.465174,0.597484,0.032247,0.113795,
0.004938,0.018082,0.010329,0.062531,0.023819,0.274243,0.630077,0.032007,0.11546,
0.002053,0.019297,0.01016,0.009351,0.028173,0.41128,0.651495,0.030837,0.116642,
0.00692,0.028453,0.010028,0.052018,0.028385,0.435856,0.580814,0.031047,0.114395,
0.001176,0.008719,0.052448,0.082804,0.022731,0.271272,0.717917,0.029939,0.113061,
0.00701,0.033748,0.007698,0.0165,0.032068,0.547037,0.554244,0.030921,0.114422,
0.001396,0.009377,0.007624,0.043201,0.021441,0.293097,0.572593,0.032098,0.116222,
0.005994,0.030564,0.012388,0.078801,0.031146,0.545615,0.711187,0.030882,0.113075,
0.001389,0.017443,0.011239,0.017761,0.027009,0.322466,0.386908,0.032959,0.118959,
0.004491,0.020806,0.011188,0.076443,0.027139,0.433318,0.782889,0.031003,0.113732,
0.00257,0.022083,0.010891,0.017482,0.028984,0.455128,0.549294,0.031772,0.11848,
0.007087,0.024004,0.007079,0.041123,0.024741,0.38448,0.628256,0.031637,0.114182,
0.005026,0.026642,0.00773,0.00715,0.02984,0.476132,0.670723,0.030451,0.114566,
0.005417,0.020983,0.008785,0.038438,0.026083,0.369874,0.588238,0.029979,0.114355,
0.001061,0.016146,0.021876,0.073335,0.027141,0.588852,0.678748,0.032305,0.119111,
0.004026,0.026462,0.010442,0.016874,0.031906,0.50367,0.473864,0.029536,0.114359,
4.1e-05,0.005758,0.010292,0.065536,0.021575,0.249885,0.611325,0.029748,0.113465,
0.006505,0.032771,0.009621,0.06478,0.032161,0.555276,0.653491,0.032682,0.11176,
0.002045,0.016123,0.008594,0.01027,0.027114,0.367653,0.468397,0.032736,0.114541,
0.003883,0.022652,0.010523,0.057248,0.028748,0.424903,0.769913,0.032107,0.11393,
0.002588,0.022305,0.00929,0.055576,0.028351,0.450561,0.492703,0.032349,0.116896,
0.003338,0.020306,0.007393,0.008271,0.026728,0.322632,0.767035,0.0337,0.11139,
0.004681,0.02718,0.010202,0.044841,0.031403,0.516884,0.545809,0.031492,0.115554,
0.004805,0.019829,0.007397,0.008456,0.024632,0.359733,0.635163,0.03069,0.113906,
0.00371,0.02339,0.010081,0.092678,0.029433,0.445649,0.666786,0.036073,0.114833,
0.002771,0.023992,0.008758,0.008013,0.030758,0.401359,0.595874,0.03386,0.112347,
0.00164,0.011059,0.011828,0.056013,0.024556,0.289124,0.696171,0.032871,0.116743,
0.006182,0.032237,0.009155,0.054229,0.033859,0.553884,0.573249,0.029777,0.117403,
0.002357,0.017525,0.017699,0.008532,0.025147,0.378444,0.78871,0.03372,0.114221,
0.004963,0.028294,0.009446,0.044489,0.029312,0.63688,0.719691,0.034795,0.113666,
0.00153,0.020891,0.008173,0.008407,0.028519,0.422327,0.438173,0.032905,0.118833,
0.002565,0.020016,0.010075,0.078579,0.026594,0.395362,0.782307,0.034147,0.111615,
0.003904,0.025138,0.008997,0.017022,0.029902,0.487286,0.576389,0.033659,0.114905,
0.005744,0.02597,0.012056,0.01144,0.028142,0.412804,0.627825,0.029751,0.115726,
0.004703,0.02736,0.009197,0.066095,0.032002,0.48965,0.65953,0.032386,0.113184,
0.005618,0.025205,0.008851,0.057265,0.029195,0.465565,0.525399,0.031229,0.113614,
0.003634,0.022439,0.008643,0.008318,0.025951,0.464978,0.733028,0.030393,0.11574,
0.00605,0.032572,0.009483,0.050983,0.031947,0.581687,0.561199,0.031243,0.113332,
0.001558,0.012057,0.009454,0.055522,0.02411,0.254847,0.659496,0.033456,0.112291,
0.004855,0.030702,0.009575,0.007993,0.033468,0.625046,0.617005,0.031665,0.11397,
0.001458,0.020073,0.011252,0.041856,0.029796,0.465699,0.486968,0.032206,0.115961,
0.004437,0.021688,0.011989,0.080319,0.026617,0.408929,0.77615,0.030931,0.114386,
0.003168,0.024239,0.010485,0.014409,0.030712,0.409743,0.588107,0.033107,0.117097,
0.006269,0.027999,0.011139,0.074432,0.0276,0.50564,0.848694,0.030446,0.114707,
0.005794,0.028441,0.008787,0.051018,0.030968,0.481701,0.632373,0.031687,0.118223,
0.007191,0.025485,0.007302,0.00943,0.027093,0.47533,0.602839,0.033898,0.113344,
0.004367,0.027528,0.008658,0.039643,0.029885,0.524925,0.696021,0.030386,0.116226,
0.007053,0.032847,0.006887,0.008381,0.032424,0.586346,0.624484,0.033188,0.115399,
0.001624,0.013663,0.010628,0.074307,0.024796,0.337216,0.711445,0.034403,0.115014,
0.003806,0.03068,0.009889,0.015629,0.032673,0.57517,0.676541,0.031873,0.121771,
0.002461,0.021157,0.01128,0.072274,0.028462,0.428292,0.665535,0.029918,0.124161,
0.003134,0.02179,0.009133,0.050186,0.028229,0.650723,0.803686,0.031985,0.114383,
0.002482,0.021022,0.008397,0.009548,0.03088,0.448048,0.456044,0.031873,0.114267,
0.004278,0.021858,0.009497,0.041858,0.02656,0.333529,0.845652,0.028999,0.116934,
0.005313,0.028341,0.008319,0.009181,0.031627,0.438084,0.676913,0.030512,0.115933,
0.005749,0.025175,0.008597,0.064384,0.028703,0.483196,0.633195,0.030344,0.1131,
0.003544,0.02362,0.009274,0.021432,0.031174,0.488988,0.625254,0.032215,0.114166,
0.004173,0.028086,0.011109,0.060499,0.031471,0.546103,0.715759,0.030432,0.116121,
0.005751,0.024466,0.010794,0.009187,0.027339,0.405254,0.699552,0.030543,0.123104,
0.003861,0.030915,0.011095,0.067064,0.033054,0.573532,0.686546,0.031625,0.115227,
0.00112,0.013807,0.010709,0.013216,0.025127,0.365848,0.741825,0.031934,0.1157,
0.006504,0.030353,0.009754,0.075072,0.030596,0.513603,0.814222,0.029625,0.114179,
0.003049,0.023576,0.009803,0.009044,0.029723,0.42369,0.547811,0.032989,0.113436,
0.007752,0.025129,0.00768,0.042233,0.027362,0.395129,0.795916,0.030773,0.112506,
0.003422,0.024125,0.007519,0.006989,0.029815,0.498537,0.638654,0.032385,0.118066,
0.003228,0.024265,0.007392,0.031722,0.027305,0.467546,0.86082,0.03192,0.110918,
0.005218,0.025926,0.011273,0.074801,0.030477,0.438982,0.657306,0.031218,0.115549,
0.004894,0.024663,0.012026,0.018543,0.026671,0.432541,0.536096,0.03128,0.114091,
0.002866,0.021627,0.010142,0.073275,0.029802,0.417781,0.663242,0.036463,0.115363,
0.004047,0.029461,0.010291,0.012793,0.036706,0.478822,0.702365,0.035202,0.112656,
0.003524,0.016298,0.009236,0.055335,0.025358,0.33609,0.706269,0.028957,0.118397,
0.007153,0.029448,0.009103,0.00898,0.034054,0.513568,0.760487,0.028095,0.107169,
0.003221,0.021705,0.008494,0.045696,0.027624,0.412121,0.619679,0.032887,0.116133,
0.008991,0.02793,0.010827,0.00817,0.028789,0.402479,0.796473,0.031976,0.114607,
0.002405,0.022476,0.008003,0.058018,0.02811,0.450388,0.566407,0.033296,0.113798,
0.008586,0.028477,0.008237,0.008456,0.026831,0.376147,0.730807,0.03146,0.116489,
0.007065,0.029092,0.009327,0.008603,0.033506,0.457692,0.639047,0.031459,0.116666,
0.003222,0.021462,0.01006,0.047886,0.028261,0.426237,0.61567,0.046492,0.111716,
0.01012,0.030898,0.011028,0.064025,0.030727,0.560594,0.712714,0.031822,0.115766,
0.004284,0.028603,0.009344,0.015455,0.032237,0.51929,0.675232,0.030619,0.113509,
0.003385,0.019196,0.010133,0.058009,0.030782,0.371703,0.653038,0.03153,0.116519,
0.005203,0.027035,0.008711,0.05445,0.033936,0.500015,0.636454,0.029498,0.117631,
0.00367,0.019856,0.008776,0.008078,0.027515,0.541231,0.63345,0.034331,0.113878,
0.0084,0.031846,0.008334,0.044999,0.033882,0.49606,0.699004,0.030015,0.117699,
0.002323,0.021927,0.010832,0.074269,0.028205,0.431641,0.542228,0.033732,0.121791,
0.012028,0.030604,0.008703,0.017268,0.027274,0.314437,0.734454,0.030908,0.11571,
0.00338,0.023177,0.00989,0.063539,0.030245,0.467379,0.617495,0.031133,0.117361,
0.003488,0.024224,0.009361,0.009885,0.028275,0.470618,0.615581,0.030665,0.116202,
0.01405,0.03489,0.007574,0.048553,0.029209,0.403872,0.677171,0.032883,0.11417,
0.00325,0.025398,0.006841,0.008652,0.031408,0.480491,0.588196,0.034152,0.114762,
0.011747,0.033096,0.008213,0.028543,0.031954,0.449489,0.678517,0.031174,0.116994,
0.004685,0.029347,0.01103,0.075739,0.032604,0.534061,0.631793,0.030524,0.115031,
0.001897,0.014695,0.011843,0.018237,0.026224,0.332704,0.783039,0.032365,0.115842,
0.005741,0.028733,0.010059,0.01925,0.032485,0.399339,0.740516,0.030647,0.114871,
0.003427,0.024517,0.011847,0.061258,0.030601,0.446705,0.583025,0.032487,0.119486,
0.008657,0.026059,0.011806,0.063575,0.030295,0.367155,0.720688,0.031535,0.114423,
0.002771,0.022747,0.009489,0.009358,0.030109,0.443566,0.753297,0.030841,0.113918,
0.007395,0.029554,0.008603,0.053414,0.028625,0.462445,0.725512,0.035255,0.117395,
0.007424,0.027841,0.008263,0.009055,0.030982,0.430363,0.643645,0.032105,0.107694,
0.0039,0.02336,0.009056,0.050388,0.028382,0.440802,0.533053,0.03036,0.114577,
0.012951,0.035408,0.008578,0.008525,0.030324,0.44787,0.677658,0.032077,0.116152,
0.004107,0.029854,0.008678,0.067816,0.032575,0.529096,0.680652,0.030826,0.115327,
0.006833,0.023962,0.006817,0.008884,0.029235,0.387692,0.627045,0.030723,0.114321,
0.004121,0.02519,0.009729,0.076408,0.029811,0.477687,0.6995,0.032987,0.115357,
0.003548,0.023535,0.008835,0.016686,0.028785,0.445467,0.671198,0.030317,0.116963,
0.00739,0.025793,0.010657,0.06432,0.029751,0.441204,0.755456,0.031673,0.11309,
0.001981,0.020841,0.009181,0.011818,0.028395,0.449752,0.540486,0.031146,0.113334,
0.010664,0.028736,0.009542,0.056284,0.027704,0.381522,0.615651,0.029786,0.118244,
0.004523,0.023522,0.008336,0.010016,0.031479,0.446915,0.657045,0.029682,0.11315,
0.003819,0.024311,0.0088,0.050447,0.029461,0.47355,0.587927,0.035197,0.121462,
0.013452,0.035055,0.008264,0.009082,0.031236,0.420702,0.648471,0.032978,0.115669,
0.003711,0.026422,0.009502,0.073658,0.029606,0.52024,0.675117,0.029584,0.113108,
0.00632,0.022763,0.009823,0.015511,0.028511,0.373388,0.649841,0.033129,0.112896,
0.006017,0.031083,0.009455,0.060944,0.032747,0.54982,0.647123,0.028751,0.112837,
0.004521,0.018345,0.008292,0.009072,0.025305,0.338486,0.671265,0.032261,0.113631,
0.007037,0.027809,0.010303,0.056582,0.031733,0.350628,0.750987,0.030796,0.112361,
0.003457,0.019301,0.009462,0.008663,0.028042,0.361553,0.603844,0.03262,0.116206,
0.013097,0.029131,0.008993,0.048692,0.026762,0.333369,0.68945,0.032132,0.11591,
0.002637,0.019218,0.009999,0.008706,0.028118,0.393172,0.661376,0.038681,0.115314,
0.008364,0.029507,0.008153,0.055779,0.029977,0.472316,0.663405,0.034093,0.114093,
0.010631,0.029837,0.006652,0.009608,0.02794,0.307841,0.654347,0.031764,0.115476,
0.004989,0.02739,0.008473,0.046357,0.029961,0.483709,0.620818,0.031828,0.115985,
0.014878,0.035061,0.010392,0.079118,0.031215,0.42981,0.662271,0.033494,0.109217,
0.005854,0.031166,0.010817,0.018356,0.033625,0.549841,0.680215,0.029354,0.114973,
0.005552,0.019897,0.010005,0.087895,0.026739,0.34407,0.639562,0.029747,0.118223,
0.007045,0.026061,0.01047,0.016026,0.03001,0.423086,0.732828,0.032651,0.112201,
0.005187,0.021373,0.007191,0.046427,0.027328,0.371797,0.584163,0.033063,0.117175,
0.010728,0.028909,0.007146,0.007647,0.027299,0.410275,0.766017,0.029373,0.118536,
0.003774,0.022799,0.008589,0.03548,0.027886,0.426264,0.546022,0.032843,0.11925,
0.007627,0.02351,0.00627,0.007151,0.023861,0.339986,0.569966,0.033042,0.113461,
0.009263,0.026215,0.010318,0.072966,0.027243,0.352186,0.570291,0.033706,0.115978,
0.002616,0.018438,0.008576,0.012647,0.026591,0.396023,0.544032,0.032877,0.108775,
0.015103,0.033816,0.008759,0.063215,0.026992,0.378062,0.598581,0.032816,0.10808,
0.00394,0.023352,0.008513,0.010094,0.031001,0.462525,0.687777,0.030197,0.112713,
0.009609,0.02629,0.008831,0.058651,0.028314,0.344504,0.516603,0.030861,0.107767,
0.006026,0.024985,0.006362,0.008236,0.030632,0.425615,0.697607,0.031466,0.114523,
0.007402,0.021898,0.007814,0.050867,0.026346,0.336139,0.657031,0.029589,0.114361,
0.010621,0.031573,0.010055,0.06716,0.029763,0.407868,0.770647,0.031215,0.11487,
0.002737,0.018885,0.011868,0.008816,0.028998,0.369073,0.555826,0.03271,0.113006,
0.010637,0.026592,0.010026,0.057249,0.025076,0.320013,0.639999,0.031636,0.112875,
0.005734,0.022083,0.009381,0.071428,0.0292,0.357396,0.583091,0.032457,0.11747,
0.007722,0.027309,0.017755,0.009617,0.028102,0.389121,0.619908,0.031097,0.105058,
0.008556,0.024464,0.00967,0.073933,0.025209,0.34554,0.636886,0.033476,0.114686,
0.006362,0.025073,0.054181,0.009203,0.028529,0.426424,0.540652,0.033165,0.11536,
0.012956,0.032532,0.007134,0.047205,0.027213,0.387954,0.553961,0.030455,0.11006,
0.008662,0.031422,0.007749,0.008095,0.032857,0.470776,0.595855,0.032763,0.112301,
0.009454,0.023413,0.008703,0.037032,0.024695,0.309323,0.587053,0.030632,0.112345,
0.011611,0.032084,0.00705,0.009118,0.028929,0.391914,0.669169,0.02834,0.118427,
0.006826,0.026073,0.012061,0.075811,0.02861,0.38723,0.555725,0.030715,0.113396,
0.01095,0.026292,0.00912,0.01958,0.025584,0.31062,0.6353,0.029386,0.111029,
0.004912,0.021118,0.010849,0.074522,0.028908,0.346873,0.539341,0.031748,0.117505,
0.006747,0.02274,0.011251,0.021216,0.025127,0.277147,0.620414,0.02795,0.109616,
0.008923,0.027757,0.009866,0.05152,0.029471,0.390507,0.578752,0.032744,0.117006,
0.003969,0.020436,0.008828,0.008753,0.027993,0.355774,0.530419,0.043414,0.115329,
0.009243,0.026491,0.00772,0.041848,0.026118,0.343978,0.581358,0.034221,0.116927,
0.007852,0.029127,0.008918,0.009207,0.030073,0.444131,0.607455,0.037132,0.11372,
0.009579,0.022339,0.009476,0.058076,0.024854,0.287473,0.542392,0.027247,0.10791,
0.009256,0.025916,0.009619,0.00804,0.026039,0.340922,0.631903,0.030114,0.112968,
0.006161,0.019433,0.009294,0.046469,0.025137,0.303483,0.604469,0.033716,0.113191,
0.010343,0.029389,0.00716,0.008147,0.026415,0.290045,0.695528,0.032134,0.106718,
0.003742,0.017576,0.010821,0.07192,0.027505,0.259771,0.515796,0.030005,0.113816,
0.006953,0.016414,0.009989,0.009832,0.020655,0.266392,0.602032,0.028273,0.11256,
0.007015,0.025399,0.009104,0.055438,0.027023,0.388314,0.605474,0.033591,0.114762,
0.006054,0.021476,0.00946,0.009237,0.023687,0.344684,0.512261,0.029876,0.106954,
0.008784,0.022349,0.00741,0.048913,0.025985,0.24659,0.552577,0.030417,0.110444,
0.008796,0.027683,0.00805,0.007932,0.027847,0.363516,0.480727,0.031151,0.108921,
0.016776,0.037633,0.007951,0.041285,0.030042,0.343369,0.605117,0.030699,0.111182,
0.009598,0.0286,0.007791,0.008325,0.027976,0.358032,0.557128,0.02917,0.11161,
0.010323,0.022327,0.009959,0.086923,0.024576,0.283417,0.5454,0.031365,0.11234,
0.010218,0.028041,0.009759,0.019859,0.026853,0.346824,0.659952,0.03273,0.110678,
0.007996,0.025208,0.011032,0.079983,0.027169,0.335048,0.490397,0.029888,0.115439,
0.007653,0.017504,0.010865,0.014263,0.020567,0.264164,0.539633,0.031387,0.10872,
0.005757,0.021879,0.006868,0.040618,0.026023,0.356389,0.504828,0.031186,0.114237,
0.008555,0.021946,0.007423,0.007638,0.025053,0.30875,0.496926,0.028612,0.106141,
0.009233,0.025875,0.006185,0.031542,0.026966,0.35084,0.459977,0.029374,0.10835,
0.004968,0.0198,0.007457,0.00699,0.024625,0.343613,0.449652,0.0308,0.109602,
0.011917,0.029323,0.00941,0.074709,0.027968,0.332499,0.591977,0.032293,0.110599,
0.010486,0.030652,0.011535,0.016865,0.028537,0.456229,0.53928,0.029932,0.11322,
0.008503,0.02067,0.010858,0.061071,0.024322,0.291797,0.450684,0.035468,0.114314,
0.013504,0.031752,0.01074,0.008967,0.02776,0.337876,0.571509,0.030152,0.117336,
0.00447,0.016691,0.010965,0.068989,0.025961,0.303189,0.564494,0.031303,0.112533,
0.008201,0.021684,0.009127,0.009844,0.023657,0.302257,0.564654,0.030316,0.111621,
0.002399,0.013068,0.009205,0.060287,0.024801,0.299178,0.490427,0.03227,0.112741,
0.003595,0.012498,0.008361,0.011422,0.019795,0.257906,0.551654,0.030291,0.110315,
0.008231,0.027712,0.007886,0.045756,0.030202,0.391483,0.540663,0.030317,0.114604,
0.005116,0.020712,0.007404,0.008313,0.026325,0.347795,0.447046,0.028492,0.105165,
0.006768,0.023098,0.00763,0.036747,0.025252,0.342872,0.555009,0.032411,0.115021,
0.005863,0.025195,0.008498,0.007566,0.029177,0.406224,0.520414,0.034799,0.112259,
0.008438,0.024881,0.011041,0.083512,0.025661,0.341787,0.556355,0.032836,0.107359,
0.005235,0.025664,0.009878,0.021835,0.029198,0.413591,0.543792,0.032809,0.113605,
0.00508,0.016294,0.012742,0.066079,0.024773,0.301782,0.558006,0.040808,0.111844,
0.008783,0.027695,0.009788,0.018892,0.027218,0.377962,0.67465,0.032238,0.108297,
0.004343,0.021449,0.007925,0.053787,0.027219,0.365682,0.492675,0.032266,0.116269,
0.007686,0.022493,0.008479,0.007682,0.022918,0.321665,0.551626,0.032887,0.10841,
0.001701,0.014612,0.008812,0.04805,0.02594,0.270446,0.505619,0.036768,0.114989,
0.003612,0.018836,0.00749,0.012706,0.027394,0.364248,0.494988,0.029269,0.108656,
0.007411,0.022995,0.010734,0.065796,0.025899,0.348101,0.495543,0.032419,0.11818,
0.003164,0.017328,0.008799,0.009936,0.026278,0.289166,0.43997,0.033552,0.113241,
0.008478,0.024509,0.010165,0.054971,0.026298,0.339853,0.606076,0.031135,0.105852,
0.005025,0.02283,0.010676,0.010964,0.030202,0.360238,0.549037,0.031129,0.115075,
0.00631,0.020095,0.010105,0.058381,0.023988,0.40973,0.537027,0.029913,0.107224,
0.003645,0.021771,0.007429,0.010037,0.029425,0.410201,0.617084,0.031245,0.115771,
0.004287,0.017128,0.009499,0.048057,0.02479,0.342184,0.546676,0.031833,0.113531,
0.005607,0.021178,0.007645,0.00859,0.02566,0.342987,0.618319,0.030512,0.109032,
0.003901,0.019743,0.010108,0.054538,0.026989,0.470745,0.502443,0.031052,0.113528,
0.006059,0.021282,0.007585,0.008863,0.025268,0.354529,0.584283,0.029997,0.114517,
0.006545,0.022952,0.00878,0.044955,0.025359,0.374813,0.571874,0.031699,0.119545,
0.002349,0.018979,0.0116,0.110827,0.028019,0.409221,0.513763,0.028289,0.118469,
0.009635,0.0273,0.008956,0.019042,0.025882,0.370082,0.47105,0.031186,0.107841,
0.007334,0.03151,0.010151,0.07542,0.031668,0.514647,0.570339,0.037079,0.117811,
0.007619,0.026154,0.010126,0.018859,0.029833,0.383367,0.542319,0.030335,0.10495,
0.003655,0.026148,0.0076,0.039374,0.035345,0.519728,0.48922,0.032395,0.112606,
0.004487,0.018651,0.006221,0.007965,0.026757,0.362979,0.541987,0.035901,0.115117,
0.004033,0.024409,0.007249,0.029415,0.029986,0.447186,0.570856,0.03152,0.115316,
0.003747,0.021746,0.005528,0.007883,0.027872,0.418692,0.607247,0.029593,0.113772,
0.005227,0.01989,0.010817,0.125965,0.027872,0.350906,0.613019,0.032438,0.116574,
0.00419,0.020998,0.010092,0.014695,0.029494,0.417675,0.545417,0.036087,0.116333,
0.005802,0.02592,0.010645,0.066682,0.028649,0.453961,0.544298,0.031117,0.116318,
0.007304,0.028175,0.009533,0.011445,0.03158,0.454388,0.679288,0.033259,0.115039,
0.004813,0.025175,0.00994,0.066154,0.028922,0.496129,0.560064,0.030976,0.116885,
0.005067,0.025664,0.00857,0.00784,0.032443,0.37426,0.581732,0.030824,0.115584,
0.005371,0.028433,0.008533,0.053839,0.032775,0.512183,0.618742,0.034454,0.114261,
0.004178,0.017872,0.008655,0.008593,0.026524,0.347366,0.571097,0.032639,0.116433,
0.0052,0.028059,0.011171,0.061747,0.034216,0.534864,0.732873,0.030622,0.114147,
0.002035,0.019873,0.011224,0.009163,0.028597,0.428672,0.598258,0.031301,0.115934,
0.002661,0.018124,0.009644,0.058433,0.027425,0.368422,0.740886,0.033073,0.116546,
0.001583,0.019403,0.007556,0.008265,0.02697,0.418663,0.568863,0.033034,0.113461,
0.00517,0.025099,0.009908,0.070579,0.028439,0.427672,0.660394,0.03166,0.117929,
0.00413,0.025232,0.008429,0.010727,0.029845,0.630019,0.627378,0.030699,0.113168,
0.002649,0.02107,0.008502,0.058714,0.027166,0.43707,0.561643,0.034886,0.115608,
0.00524,0.027478,0.143968,0.051937,0.031941,0.478546,0.630304,0.038046,0.113086,
0.007178,0.032613,0.007317,0.013223,0.032305,0.55207,0.663021,0.027645,0.113574,
0.003232,0.022498,0.00911,0.042932,0.029678,0.440804,0.671333,0.030541,0.119018,
0.004913,0.029146,0.007772,0.008447,0.030496,0.589833,0.708954,0.031723,0.11466,
0.003225,0.022856,0.012093,0.078442,0.027635,0.368639,0.589933,0.030515,0.117716,
0.005006,0.02731,0.010666,0.019989,0.030952,0.527956,0.730425,0.031317,0.1137,
0.002989,0.022754,0.010552,0.014695,0.028084,0.454742,0.555387,0.033139,0.116342,
0.006274,0.025016,0.009755,0.071424,0.027533,0.368654,0.756569,0.03118,0.114539,
0.004758,0.028149,0.008496,0.054789,0.030513,0.53651,0.638545,0.034913,0.11443,
0.004745,0.024452,0.008232,0.009179,0.026791,0.447246,0.572964,0.03018,0.112403,
0.005945,0.029235,0.00892,0.044119,0.033306,0.48768,0.620968,0.032556,0.11686,
0.009919,0.033563,0.007145,0.009091,0.029308,0.384104,0.637155,0.029168,0.11557,
0.005234,0.029643,0.010341,0.05823,0.030775,0.542637,0.845528,0.032354,0.116284,
0.013179,0.039641,0.009231,0.008358,0.034069,0.552136,0.643913,0.033092,0.110633,
0.00238,0.018936,0.008702,0.057829,0.026055,0.391709,0.698088,0.03071,0.115822,
0.011105,0.036886,0.00973,0.014465,0.03261,0.543018,0.775417,0.031264,0.115419,
0.003615,0.02326,0.011377,0.074071,0.029232,0.431686,0.659577,0.033426,0.114502,
0.00151,0.021032,0.010606,0.012021,0.028593,0.368732,0.804294,0.029815,0.112842,
0.003925,0.021947,0.009779,0.059933,0.027231,0.433756,0.580448,0.030122,0.119037,
0.004258,0.026544,0.023186,0.012138,0.02789,0.501609,0.742326,0.029965,0.115102,
0.004722,0.028206,0.007847,0.044528,0.031724,0.511084,0.665372,0.032931,0.115696,
0.009413,0.026909,0.007226,0.007968,0.026034,0.384304,0.574057,0.029311,0.117067,
0.004658,0.028374,0.007762,0.037074,0.032226,0.531868,0.758824,0.033218,0.118552,
0.009804,0.03432,0.010132,0.073642,0.031101,0.499279,0.676069,0.033589,0.113723,
0.002618,0.020945,0.010708,0.021611,0.027007,0.455031,0.710602,0.033133,0.113647,
0.008067,0.029771,0.012823,0.064277,0.029462,0.514924,0.598713,0.030046,0.114045,
0.003353,0.021848,0.010107,0.016889,0.027523,0.439163,0.762339,0.030376,0.113506,
0.005637,0.027338,0.009135,0.045901,0.030928,0.559755,0.787745,0.031235,0.115091,
0.009377,0.025914,0.007197,0.008533,0.028274,0.359098,0.597393,0.031961,0.11404,
0.001974,0.02072,0.006646,0.045404,0.027938,0.425838,0.775351,0.036223,0.116209,
0.007886,0.030415,0.008817,0.068179,0.031498,0.472577,0.647894,0.030963,0.114295,
0.010524,0.028624,0.00938,0.009219,0.027413,0.398584,0.577711,0.034245,0.117568,
0.008828,0.034349,0.00952,0.063221,0.032657,0.530142,0.640693,0.030794,0.117137,
0.008448,0.027266,0.008268,0.008793,0.027815,0.404871,0.715383,0.031074,0.11322,
0.005753,0.028622,0.010553,0.065994,0.03041,0.497737,0.733845,0.031453,0.115755,
0.009872,0.030543,0.008288,0.008487,0.030539,0.423432,0.596379,0.032571,0.113981,
0.003434,0.0194,0.009723,0.057212,0.025662,0.378478,0.748763,0.031749,0.114707,
0.009651,0.031577,0.008443,0.044978,0.031171,0.493532,0.72186,0.02975,0.115633,
0.009288,0.027681,0.007677,0.009545,0.027084,0.36932,0.660471,0.031036,0.117978,
0.004177,0.022373,0.006716,0.035425,0.02698,0.402944,0.734129,0.032134,0.116415,
0.007597,0.026499,0.007081,0.007766,0.02703,0.384812,0.650178,0.035259,0.117402,
0.006707,0.024311,0.010836,0.075074,0.027096,0.379965,0.77751,0.030625,0.11429,
0.010291,0.035438,0.008642,0.013017,0.037138,0.510792,0.57274,0.031481,0.115669,
